genre,label,loudness,energy,tempo,danceability,release_date
Pop,Island Records,-24.58,0.96,135.54,0.73,2023-12-27
Pop,Sony Music,-27.38,0.28,69.17,0.36,2019-02-05
Pop,Warner Music,-12.88,0.93,184.85,0.24,2016-03-28
Pop,Warner Music,-28.54,0.07,83.19,0.6,2017-08-09
Pop,Universal Music,-1.43,0.84,163.53,0.66,2018-01-26
Pop,Universal Music,-51.54,0.8,165.54,0.53,2016-07-08
Pop,Sony Music,-46.05,0.19,180.58,0.72,2022-04-08
Pop,Island Records,-10.61,0.89,117.04,0.67,2025-04-05
Pop,Warner Music,-14.19,0.41,151.36,0.89,2023-03-15
Pop,Warner Music,-44.61,0.6,182.28,0.78,2016-06-14
Pop,Columbia,-4,0.1,108.93,0.72,2015-03-13
Pop,Universal Music,-32.5,0.28,104.13,0.37,2022-12-09
Pop,EMI,-46.69,0.51,162.05,0.6,2020-05-25
Pop,EMI,-50.24,0.55,150.08,0.95,2021-11-09
Pop,Warner Music,-53.12,0.44,128.36,0.82,2021-04-25
Pop,Warner Music,-4.37,0.52,184.21,0.99,2017-06-01
Pop,Warner Music,-40.44,0.74,93.44,0.95,2015-08-28
Pop,Sony Music,-37.18,0.19,153.21,0.14,2021-02-28
Pop,XL Recordings,-29.07,0.48,107.17,0.68,2020-06-14
Pop,Warner Music,-52.54,0.87,175.24,0.08,2023-04-19
Pop,Warner Music,-16.01,0.39,141.34,0.59,2019-03-21
Pop,Island Records,-1.27,0.78,119.46,0.81,2025-08-03
Pop,Columbia,-27.21,0.54,79.66,0.61,2018-10-08
Pop,XL Recordings,-43.27,0.27,154.53,0.24,2021-10-18
Pop,Universal Music,-31.73,0.64,160.76,0.39,2015-09-08
Pop,Island Records,-50.96,0.33,186.94,0.76,2023-02-20
Pop,Sony Music,-40.03,0.85,120.26,0.6,2018-01-14
Pop,Universal Music,-23.39,0.04,107.49,0.79,2018-03-27
Pop,EMI,-51.27,0.25,101.66,0.92,2023-09-27
Pop,Sony Music,-52.66,0.17,134.28,0.1,2017-01-18
Pop,Warner Music,-46.91,0.66,137.6,0.78,2015-03-29
Pop,Columbia,-14.93,0.92,141.4,0.16,2017-09-17
Pop,Sony Music,-32.23,0.2,132.21,0.79,2020-02-15
Pop,EMI,-12.16,0.96,196.33,0.75,2015-11-01
Pop,Island Records,-12.45,0.11,62.38,0.85,2021-03-13
Pop,Warner Music,-1.03,0.09,112.7,0.12,2015-11-07
Pop,XL Recordings,-1.93,0.66,138.47,0.52,2017-05-28
Pop,EMI,-1.87,0.8,106.14,0.11,2015-01-14
Pop,Columbia,-24.52,0.59,98.93,0.1,2018-05-31
Pop,Columbia,-33.93,0.61,162.59,0.91,2018-01-14
Pop,Warner Music,-19.26,0.56,113.24,0.27,2018-07-19
Pop,Columbia,-17.89,0.71,106.11,0.82,2021-09-21
Pop,Columbia,-29.78,0.37,162.78,0.51,2025-11-21
Pop,Island Records,-35.27,0.22,172.99,0.97,2024-10-25
Pop,EMI,-13.62,0.82,154.93,0.52,2015-12-22
Pop,EMI,-46.44,0.64,179.15,0.37,2019-02-10
Pop,Sony Music,-11.07,0.67,87.81,0.9,2019-06-17
Pop,Universal Music,-53.69,0.25,197.96,0.77,2019-09-20
Pop,Universal Music,-41.05,0.97,148.12,0.67,2024-05-19
Pop,Columbia,-13.87,0.55,61.38,0.94,2020-12-05
Pop,EMI,-21.97,0.57,63.8,0.49,2016-01-02
Pop,Island Records,-37.69,0.43,174.63,0.61,2018-05-02
Pop,Warner Music,-27.77,0.63,182.62,0.46,2017-11-30
Pop,Columbia,-24.48,0.31,75.85,0.36,2023-06-27
Pop,Columbia,-24.28,0.04,181.88,0.96,2025-01-27
Pop,Columbia,-34.68,0.37,110.73,0.88,2018-01-21
Pop,Island Records,-41.99,0.52,194.28,0.42,2021-06-25
Pop,Warner Music,-6.33,0.35,84.55,0.92,2024-11-10
Pop,Universal Music,-26.59,0.07,61.72,0.6,2022-11-14
Pop,Universal Music,-16.33,0.11,97.85,0.31,2021-07-01
Pop,Universal Music,-13.46,0.87,173.03,0.14,2019-04-19
Pop,EMI,-21.46,0.04,72.18,0.68,2017-08-15
Pop,Warner Music,-32.17,0.44,64.02,0.57,2017-10-19
Pop,Sony Music,-34.39,0.47,95.32,0.44,2020-11-25
Pop,Columbia,-11.65,0.47,135.41,0.09,2016-06-03
Pop,EMI,-9.85,0.05,74.04,0.7,2017-01-23
Pop,Island Records,-37.72,0.58,67.92,0.56,2023-08-27
Pop,Warner Music,-24.62,0.55,121.06,0.34,2016-12-13
Pop,Sony Music,-2.18,0.78,148.3,0.3,2024-07-25
Pop,Warner Music,-21.37,0.39,151.14,0.22,2024-01-23
Pop,EMI,-4.08,0.82,173.36,0.56,2016-08-19
Pop,XL Recordings,-2.46,0.18,80.14,0.44,2020-08-31
Pop,Island Records,-45.57,0.03,124.91,0.4,2018-05-30
Pop,XL Recordings,-44.94,0.35,138.39,0.62,2022-01-27
Pop,Sony Music,-10.99,0.92,181.33,0.46,2017-02-13
Pop,Universal Music,-45.23,0.64,137.06,0.92,2022-02-11
Pop,XL Recordings,-37.11,0.94,103.03,0.06,2016-10-31
Pop,Sony Music,-30.14,0.82,167.2,0.43,2024-02-22
Pop,XL Recordings,-12.41,0.63,167.98,0.64,2023-10-04
Pop,Universal Music,-23.06,0.27,112.42,0.16,2018-12-10
Pop,Warner Music,-17.88,0.12,95.61,0.82,2025-12-22
Pop,Columbia,-14.68,0.05,76.32,0.72,2017-03-10
Pop,EMI,-19.38,0.98,103.12,0.07,2016-09-11
Pop,Warner Music,-9.33,0.58,116.03,0.85,2024-04-13
Pop,XL Recordings,-4.41,0.06,86.35,0.2,2021-03-06
Pop,Warner Music,-24.54,0.68,100.47,0.24,2017-08-29
Pop,Island Records,-24.72,0.32,197.85,0.93,2022-08-12
Pop,Island Records,-31.52,0.53,73.98,0.65,2016-01-23
Pop,EMI,-41.05,0.59,91.07,0.35,2015-08-01
Pop,Sony Music,-42.48,0.82,83.24,0.33,2016-02-12
Pop,Universal Music,-12.36,0.73,129.08,0.18,2019-09-07
Pop,Warner Music,-12.65,0.88,112.21,0.39,2018-06-01
Pop,Island Records,-16,0.52,90.08,0.76,2025-11-07
Pop,Warner Music,-15.36,0.32,162.19,0.85,2023-02-08
Pop,Warner Music,-19.97,0.6,61.45,0.48,2019-04-02
Pop,Island Records,-41.24,0.52,60.48,0.19,2025-04-19
Pop,XL Recordings,-19.12,0.85,110.6,0.86,2017-03-02
Pop,EMI,-48.45,0.13,77.04,0.69,2016-03-27
Pop,XL Recordings,-12.26,0.91,182.98,0.94,2022-01-28
Pop,Sony Music,-30.81,0.44,185.24,0.15,2018-05-16
Pop,XL Recordings,-27.93,0.31,100.23,0.4,2017-06-12
Pop,Sony Music,-45.77,0.39,81.53,0.3,2024-08-11
Pop,XL Recordings,-8.92,0.61,86.52,0.74,2025-05-03
Pop,Columbia,-43.26,0.66,66.42,0.8,2022-12-29
Pop,Island Records,-13.59,0.81,103.24,0.64,2023-08-10
Pop,Sony Music,-11.42,0.98,74.9,0.53,2021-06-29
Pop,XL Recordings,-31.43,0.56,103.98,0.99,2025-06-22
Pop,EMI,-49.61,0.74,184.67,0.83,2015-02-05
Pop,Columbia,-40.52,0.19,140.09,0.78,2022-01-11
Pop,Columbia,-13.15,0.93,189.64,0.28,2024-09-30
Pop,Island Records,-29.02,0.19,132.94,0.86,2020-09-25
Pop,EMI,-43.51,0.75,126.63,0.49,2017-04-19
Pop,XL Recordings,-29.21,0.6,131.39,0.42,2020-02-20
Pop,Island Records,-32.42,0.66,193.18,0.56,2015-06-18
Pop,Universal Music,-43.7,0.24,86.86,0.62,2020-04-21
Pop,Warner Music,-14.14,0.6,157.07,0.2,2019-12-25
Pop,Island Records,-33.99,0.5,89.8,0.22,2018-07-29
Pop,XL Recordings,-5.51,0.42,190.21,0.61,2022-01-12
Pop,Sony Music,-23.43,0.73,62.12,0.35,2018-02-13
Pop,Universal Music,-45.16,0.18,143.82,0.97,2020-12-15
Pop,EMI,-42.95,0.22,177.16,0.13,2016-09-19
Pop,Columbia,-21.09,0.73,116.16,0.62,2023-10-15
Pop,Columbia,-23.74,0.28,169.86,0.47,2023-02-21
Pop,Warner Music,-43.93,0.04,126,0.63,2024-07-02
Pop,Sony Music,-17.21,0.06,138.59,0.72,2022-06-03
Pop,Warner Music,-48.8,0.03,139.02,0.21,2020-08-21
Pop,Warner Music,-45.19,0.92,195.65,0.48,2016-02-25
Pop,XL Recordings,-43,0.19,90,0.47,2022-04-28
Pop,Sony Music,-33.96,0.32,182.39,0.22,2025-06-21
Pop,Sony Music,-12.46,0.69,123.51,0.5,2023-09-14
Pop,Columbia,-52,0.67,156.01,0.59,2019-11-26
Pop,Columbia,-44.31,0.53,92.89,0.14,2022-06-22
Pop,Universal Music,-3.23,0.09,74.85,0.16,2023-10-07
Pop,Universal Music,-1.26,0.52,135.92,0.62,2020-07-14
Pop,Warner Music,-1.13,0.5,196.46,0.14,2021-01-11
Pop,Columbia,-20.1,0.71,120.11,0.83,2022-02-02
Pop,Columbia,-25.5,0.95,125.38,0.05,2022-07-27
Pop,Island Records,-1.15,0.88,186.97,0.35,2017-04-29
Pop,XL Recordings,-28.94,0.59,185.55,0.84,2019-09-08
Pop,Sony Music,-54.41,0.09,167.59,0.99,2025-08-31
Pop,Sony Music,-50.5,0.17,171.05,0.67,2019-04-23
Pop,EMI,-46.31,0.05,196.83,0.91,2019-05-02
Pop,Sony Music,-53.51,0.22,144.97,0.23,2019-01-23
Pop,Island Records,-27.82,0.64,78.69,0.91,2020-01-13
Pop,Island Records,-13.19,0.18,153.73,0.36,2021-05-17
Pop,Sony Music,-28.09,0.47,75.99,0.4,2020-04-12
Pop,XL Recordings,-32.09,0.4,103.76,0.72,2021-07-13
Pop,Columbia,-19.25,0.44,66.05,0.37,2022-01-06
Pop,EMI,-39.47,0.91,77.13,0.99,2024-09-16
Pop,Warner Music,-22.24,0.17,73.22,0.88,2019-02-17
Pop,XL Recordings,-43.28,0.09,99.65,0.78,2019-03-19
Pop,Island Records,-43.55,0.84,142.41,0.3,2015-05-20
Pop,Columbia,-37.16,0.95,75.67,0.26,2020-01-04
Pop,EMI,-33.97,0.56,124.09,0.58,2017-08-27
Pop,Warner Music,-31.43,0.89,198.75,0.41,2023-07-27
Pop,XL Recordings,-16.86,0.44,90.1,0.38,2023-01-25
Pop,Universal Music,-9.91,0.7,145.22,0.52,2024-08-07
Pop,Sony Music,-35.43,0.46,71.69,0.83,2023-11-19
Pop,EMI,-14.09,0.24,176.79,0.41,2015-09-14
Pop,XL Recordings,-32.63,0.55,136.89,0.8,2023-01-29
Pop,Sony Music,-23.94,0.37,161.5,0.67,2022-04-01
Pop,Warner Music,-5.23,0.98,146.59,0.13,2018-06-16
Pop,XL Recordings,-29.57,0.54,179.54,0.67,2017-12-28
Pop,Columbia,-13.11,0.88,157.78,0.35,2020-12-03
Pop,Columbia,-32.49,0.99,192.12,0.56,2018-09-25
Pop,Sony Music,-39.3,0.03,198.41,0.06,2021-03-18
Pop,XL Recordings,-38.77,0.12,148.31,0.81,2015-11-23
Pop,Universal Music,-36.96,0.85,75.85,0.36,2024-09-20
Pop,Sony Music,-46.46,0.29,119.23,0.7,2021-12-31
Pop,Warner Music,-42.23,0.93,124.93,0.26,2021-04-20
Pop,Sony Music,-27.55,0.28,107.46,0.05,2021-06-10
Pop,Universal Music,-19.34,0.5,199.56,0.72,2017-12-16
Pop,Universal Music,-36.81,0.84,145.1,0.85,2020-06-05
Pop,Columbia,-45.28,0.18,104.74,0.18,2016-12-16
Pop,Island Records,-21.34,0.67,164.43,0.76,2019-12-11
Pop,Sony Music,-50.81,0.07,162.55,0.19,2015-10-29
Pop,Island Records,-5.74,0.41,192.08,0.72,2021-03-19
Pop,Sony Music,-24.57,0.7,181.96,0.13,2019-09-30
Pop,Sony Music,-10.98,0.64,142.65,0.56,2022-02-13
Pop,EMI,-31.53,0.95,174.17,0.53,2018-11-16
Pop,XL Recordings,-45.03,0.25,133.99,0.14,2024-08-10
Pop,Sony Music,-46.58,0.36,73.39,0.97,2016-05-06
Pop,Warner Music,-44.08,0.67,184.1,0.11,2016-01-18
Pop,Sony Music,-7.57,0.27,74.67,0.68,2024-08-04
Pop,Universal Music,-18.99,0.68,77.16,0.88,2025-01-24
Pop,Warner Music,-35.04,0.49,113.83,0.89,2021-07-03
Pop,Universal Music,-12.33,0.96,78.61,0.46,2024-04-27
Pop,EMI,-38.96,0.35,159.17,0.12,2024-03-05
Pop,Columbia,-43.83,0.88,183.5,0.71,2025-01-07
Pop,XL Recordings,-45.45,0.41,90.04,0.83,2019-09-16
Pop,XL Recordings,-40.2,0.24,183.48,0.57,2025-05-10
Pop,Columbia,-23.24,0.95,175.37,0.88,2025-04-06
Pop,EMI,-13.81,0.94,68.61,0.48,2021-12-07
Pop,Sony Music,-6.89,0.66,100.64,0.13,2017-02-02
Pop,Island Records,-32.75,0.77,107.5,0.87,2019-11-02
Pop,EMI,-34.47,0.94,195.67,0.2,2018-01-16
Pop,EMI,-23.3,0.73,182.99,0.18,2021-12-17
Pop,XL Recordings,-33.63,0.76,162.95,0.96,2018-03-28
Pop,Sony Music,-32.64,0.4,77.93,0.25,2018-07-30
Pop,Warner Music,-53.69,0.99,75.13,0.95,2024-03-30
Pop,Columbia,-13.37,0.5,193.32,0.89,2020-12-17
Pop,XL Recordings,-2.7,0.11,129.11,0.09,2016-02-13
Pop,Universal Music,-29.4,0.78,91.58,0.4,2019-03-16
Pop,Warner Music,-37.54,0.11,60.81,0.39,2021-08-23
Pop,XL Recordings,-52.17,0.14,92.62,0.91,2020-01-07
Pop,Sony Music,-45.52,0.4,94.64,0.72,2016-03-29
Pop,Sony Music,-15.43,0.67,101.82,0.19,2015-02-25
Pop,Warner Music,-52.12,0.41,126.54,0.83,2025-04-20
Pop,Universal Music,-36.94,0.9,66.18,0.37,2015-11-17
Pop,Island Records,-4.28,0.64,185.54,0.92,2024-02-13
Pop,Warner Music,-3.99,0.89,123.93,0.86,2023-09-20
Pop,Columbia,-13.42,0.09,96.59,0.69,2021-06-30
Pop,Warner Music,-47.35,0.09,194.04,0.94,2019-10-12
Pop,Sony Music,-40.08,0.03,74.55,0.44,2023-11-20
Pop,Columbia,-41.88,0.63,115.71,0.77,2021-09-28
Pop,Island Records,-24.24,0.52,60.43,0.33,2020-01-06
Pop,Warner Music,-52.66,0.15,119.83,0.72,2023-06-03
Pop,Columbia,-54.14,0.63,160.09,0.59,2022-10-21
Pop,Universal Music,-49.82,0.07,147.51,0.19,2022-12-08
Pop,Warner Music,-43.9,0.11,99.11,0.45,2019-10-17
Pop,Island Records,-3.55,0.95,79.13,0.37,2021-12-22
Pop,Warner Music,-44.86,0.18,171,0.51,2015-08-25
Pop,Universal Music,-41.92,0.24,126.07,0.69,2024-09-16
Pop,XL Recordings,-21.6,0.53,86.04,0.45,2017-02-18
Pop,Island Records,-46.43,0.14,87.86,0.47,2025-12-04
Pop,Universal Music,-38.43,0.58,127.67,0.44,2020-11-20
Pop,Island Records,-53.9,0.4,60.43,0.47,2025-05-05
Pop,Island Records,-40.46,0.74,133.72,0.6,2020-02-09
Pop,XL Recordings,-12.8,0.6,96.56,0.24,2024-08-12
Pop,Warner Music,-48.98,0.82,94.22,0.16,2024-01-19
Pop,Island Records,-14.82,0.02,88.75,0.75,2020-09-03
Pop,Sony Music,-43.82,0.25,67.93,0.73,2017-01-20
Pop,XL Recordings,-50.11,0.09,180.33,0.97,2023-03-23
Pop,Universal Music,-2.85,0.48,175.87,0.53,2021-02-19
Pop,Island Records,-23.12,0.31,141.12,0.37,2023-05-06
Pop,EMI,-5.4,0.14,93.3,0.57,2018-01-15
Pop,Universal Music,-35.67,0.53,183.33,0.13,2018-02-09
Pop,Columbia,-9.62,0.19,132.02,0.83,2018-05-06
Pop,Warner Music,-39.52,0.69,192.05,0.9,2017-11-11
Pop,Island Records,-38.79,0.58,82.15,0.59,2025-08-01
Pop,Island Records,-32.97,0.72,119.77,0.57,2022-03-19
Pop,EMI,-24.26,0.53,131.39,0.18,2020-06-28
Pop,Columbia,-48.99,0.57,75.88,0.94,2020-05-19
Pop,EMI,-37.55,0.3,121.2,0.42,2019-08-05
Pop,Island Records,-54.2,0.85,66.29,0.44,2025-08-12
Pop,Columbia,-36.71,0.46,73.33,0.77,2023-10-30
Pop,EMI,-33.72,0.84,146.78,0.37,2023-05-25
Pop,Warner Music,-47.03,0.25,126.59,0.43,2019-05-28
Pop,Warner Music,-50.59,0.64,193.59,0.31,2021-02-27
Pop,Universal Music,-28.37,0.24,115.02,0.86,2020-05-14
Pop,Universal Music,-34.45,0.71,129.12,0.27,2022-05-05
Pop,EMI,-47.8,0.56,199.81,0.1,2022-10-02
Pop,XL Recordings,-34.74,0.23,148.34,0.25,2021-02-11
Pop,EMI,-23.99,0.6,84.85,0.12,2023-11-30
Pop,Island Records,-28.74,0.12,189.39,0.41,2021-07-22
Pop,XL Recordings,-21.11,0.37,138.11,0.06,2017-10-05
Pop,XL Recordings,-25.39,0.03,159.51,0.31,2015-09-27
Pop,Warner Music,-18.05,0.13,119.47,0.6,2024-02-02
Pop,EMI,-18.69,0.22,91.06,0.69,2022-05-26
Pop,Island Records,-21.3,0.45,135.4,0.56,2025-11-08
Pop,Universal Music,-23.85,0.41,169.9,0.16,2018-04-10
Pop,Columbia,-45.88,0.67,146.55,0.07,2019-11-14
Pop,XL Recordings,-1.01,0.73,158.76,0.2,2018-04-26
Pop,EMI,-9.66,0.57,163.39,0.32,2017-05-19
Pop,Universal Music,-17.86,0.2,107,0.08,2017-05-09
Pop,Island Records,-11.25,0.57,160.82,0.32,2022-08-29
Pop,Island Records,-29.44,0.04,111.57,0.65,2020-12-12
Pop,EMI,-34.98,0.38,62.62,0.81,2023-12-14
Pop,Sony Music,-29.08,0.73,189.77,0.2,2015-10-14
Pop,XL Recordings,-43.39,0.81,82.38,0.78,2015-12-07
Pop,Universal Music,-10.38,0.29,111.73,0.69,2025-10-28
Pop,XL Recordings,-38.86,0.23,104.45,0.92,2016-08-17
Pop,Columbia,-33.34,0.06,124.38,0.94,2025-07-20
Pop,Warner Music,-3.5,0.96,187.16,0.17,2022-05-02
Pop,EMI,-25.04,0.05,171.09,0.45,2021-08-23
Pop,Sony Music,-35.79,0.12,116.87,0.48,2024-01-04
Pop,XL Recordings,-20.63,0.43,142.52,0.52,2017-11-10
Pop,EMI,-35.55,0.05,162.08,0.42,2025-09-07
Pop,Warner Music,-54.08,0.17,62.14,0.83,2015-05-02
Pop,Columbia,-8.72,0.09,183.05,0.2,2020-07-26
Pop,XL Recordings,-37.45,0.92,168.22,0.85,2024-11-07
Pop,Island Records,-24.3,0.37,160.63,0.77,2021-08-06
Pop,Island Records,-30.03,0.19,84.81,0.34,2020-03-15
Pop,Universal Music,-34.04,0.93,106.82,0.82,2021-07-20
Pop,Island Records,-6.32,0.23,126.67,0.65,2019-04-29
Pop,Island Records,-14.45,0.64,105.86,0.21,2023-11-12
Pop,XL Recordings,-7.44,0.32,104.85,0.3,2019-02-11
Pop,Universal Music,-21.86,0.21,131.8,0.6,2017-02-09
Pop,EMI,-16.41,0.97,94.42,0.23,2018-12-28
Pop,EMI,-19.35,0.15,184.73,0.68,2015-07-01
Pop,Columbia,-51.34,0.83,138.72,0.27,2022-07-25
Pop,Island Records,-6.54,0.31,162.01,0.81,2016-05-15
Pop,Sony Music,-45.03,0.89,104.67,0.61,2015-12-17
Pop,Island Records,-37.59,0.92,164.48,0.2,2015-03-06
Pop,Universal Music,-44.67,0.64,67.75,0.58,2021-02-21
Pop,Sony Music,-45.62,0.12,190.55,0.2,2016-09-10
Pop,EMI,-22.16,0.82,89.95,0.26,2022-04-29
Pop,Sony Music,-28.32,0.13,110.74,0.29,2025-02-17
Pop,XL Recordings,-54.22,0.69,107.47,0.4,2019-09-24
Pop,XL Recordings,-26.98,0.4,175.48,0.41,2020-04-13
Pop,XL Recordings,-22.92,0.25,118.12,0.39,2017-05-27
Pop,EMI,-32.84,0.65,171.06,0.7,2024-02-26
Pop,Sony Music,-41.21,0.11,92.46,0.39,2022-11-14
Pop,Sony Music,-19.35,0.78,174.24,0.39,2015-10-10
Pop,Island Records,-44.09,0.56,124.89,0.45,2018-08-23
Pop,Warner Music,-11.15,0.8,112.04,0.97,2022-05-03
Pop,EMI,-52.86,0.13,194.41,0.65,2024-10-20
Pop,Warner Music,-33.57,0.53,123.42,0.41,2015-02-10
Pop,Warner Music,-24.53,0.25,71.14,0.71,2018-10-28
Pop,Warner Music,-13.64,0.38,109.14,0.99,2024-11-07
Pop,XL Recordings,-7.49,0.96,82.91,0.58,2020-04-19
Pop,Sony Music,-44.32,0.35,71.93,0.73,2018-09-14
Pop,Columbia,-5.63,0.67,89.49,0.78,2018-06-13
Pop,Warner Music,-32.49,0.78,128.81,0.86,2020-07-06
Pop,XL Recordings,-53.18,0.62,88.87,0.23,2024-05-19
Pop,Columbia,-49.52,0.63,139.73,0.61,2015-06-30
Pop,Sony Music,-42.57,0.6,199.73,0.22,2021-05-17
Pop,Warner Music,-51.54,0.13,101.76,0.19,2021-01-10
Pop,Sony Music,-45.68,0.75,188.08,0.15,2018-12-08
Pop,Sony Music,-24.92,0.97,99.04,0.16,2016-12-13
Pop,Sony Music,-40.54,0.11,159.01,0.26,2016-07-25
Pop,EMI,-3.09,0.22,187,0.4,2016-12-03
Pop,Island Records,-47.01,0.49,197.74,0.57,2015-08-27
Pop,Columbia,-44.36,0.85,193.17,0.38,2015-07-27
Pop,Columbia,-32.7,0.87,188.1,0.87,2022-01-29
Pop,Universal Music,-32.44,0.47,134.62,0.81,2024-02-17
Pop,Warner Music,-29.49,0.98,164.45,0.32,2025-02-17
Pop,XL Recordings,-32.45,0.84,169.26,0.49,2019-10-02
Pop,EMI,-20.23,0.37,114.3,0.37,2015-03-25
Pop,Universal Music,-16.9,0.05,177.15,0.64,2022-09-08
Pop,EMI,-18.4,0.45,164.93,0.29,2020-03-12
Pop,Island Records,-47.14,0.87,73.32,0.71,2024-10-25
Pop,Universal Music,-8.26,0.78,162.03,0.82,2016-04-07
Pop,Columbia,-11.24,0.04,107.61,0.07,2017-02-07
Pop,EMI,-7.32,0.93,172.59,0.83,2022-09-15
Pop,Universal Music,-33.95,0.75,134.13,0.34,2021-11-23
Pop,Island Records,-30.73,0.56,147.48,0.37,2023-11-08
Pop,Columbia,-29.44,0.45,197.66,0.79,2020-12-19
Pop,Sony Music,-13.1,0.32,70.62,0.34,2021-08-08
Pop,Columbia,-10.53,0.5,117.53,0.88,2015-05-26
Pop,Columbia,-36.56,0.48,110.4,0.39,2018-09-04
Pop,XL Recordings,-54.29,0.37,164.8,0.16,2022-07-20
Pop,Sony Music,-48.41,0.61,105.6,0.34,2022-12-26
Pop,Columbia,-23.42,0.79,86.46,0.19,2016-02-14
Pop,Universal Music,-22.05,0.69,62.28,0.85,2024-10-19
Pop,EMI,-30.91,0.16,127.82,0.54,2022-06-18
Pop,XL Recordings,-29.4,0.1,161.02,0.56,2022-11-26
Pop,Sony Music,-17.29,0.62,91.61,0.9,2023-07-24
Pop,Warner Music,-9.61,0.61,154.85,0.57,2023-02-07
Pop,Sony Music,-36.87,0.27,147.09,0.25,2020-12-23
Pop,Warner Music,-28.86,0.64,77.21,0.17,2025-12-26
Pop,Island Records,-49.69,0.04,89.71,0.5,2024-10-30
Pop,Island Records,-29.46,0.45,82.73,0.96,2022-08-28
Pop,XL Recordings,-30.97,0.95,183.12,0.34,2022-03-22
Pop,Columbia,-18.53,0.73,109.33,0.32,2022-01-04
Pop,Sony Music,-53.85,0.13,96.29,0.13,2017-08-22
Pop,XL Recordings,-35.2,0.57,78.03,0.71,2023-02-16
Pop,Sony Music,-54.77,0.42,107.27,0.75,2015-12-28
Pop,Island Records,-54.45,0.57,143.06,0.68,2018-04-28
Pop,XL Recordings,-44.06,0.97,156.29,0.2,2021-06-01
Pop,Columbia,-30.5,0.18,141.29,0.28,2018-09-22
Pop,Columbia,-3.83,0.81,139.86,0.1,2017-06-03
Pop,Sony Music,-25.41,0.89,74.02,0.16,2020-05-13
Pop,EMI,-45.54,0.24,182.92,0.68,2018-06-08
Pop,Columbia,-20.91,0.25,176.53,0.97,2018-10-28
Pop,Island Records,-27.89,0.29,83.1,0.18,2015-09-19
Pop,XL Recordings,-20.91,0.89,131.92,0.26,2022-09-12
Pop,Universal Music,-1.09,0.58,75.46,0.55,2022-05-10
Pop,Universal Music,-3.31,0.08,104.37,0.16,2024-02-03
Pop,Warner Music,-32.77,0.14,98.52,0.19,2018-04-29
Pop,Sony Music,-39.82,0.96,103.82,0.22,2025-05-01
Pop,Columbia,-23.27,0.57,82.42,0.51,2021-09-10
Pop,XL Recordings,-6.31,0.71,186.98,0.48,2025-09-28
Pop,Sony Music,-34.91,0.78,75.43,0.1,2025-06-11
Pop,Universal Music,-34.76,0.41,145.58,0.86,2017-12-19
Pop,Columbia,-36.72,0.58,139.18,0.22,2017-05-08
Pop,XL Recordings,-40.9,0.98,154.68,0.35,2022-03-11
Pop,Island Records,-32.5,0.88,189.5,0.8,2023-05-10
Pop,Island Records,-52.64,0.29,178.16,0.8,2022-03-17
Pop,Warner Music,-34.42,0.54,139.23,0.52,2025-08-12
Pop,Columbia,-13.29,0.86,119.65,0.57,2018-12-30
Pop,Columbia,-30.68,0.55,110.14,0.23,2021-02-28
Pop,Universal Music,-12.86,0.28,65.2,0.31,2021-12-26
Pop,Warner Music,-51.29,0.73,131.99,0.66,2016-10-06
Pop,Island Records,-21.2,0.56,159.84,0.31,2023-01-22
Pop,Warner Music,-26.34,0.48,142.42,0.65,2025-04-26
Pop,Warner Music,-31.58,0.96,111.07,0.23,2022-10-05
Pop,XL Recordings,-27.12,0.75,135.25,0.93,2018-01-17
Pop,Sony Music,-11.05,0.18,79.44,0.35,2018-12-15
Pop,EMI,-40.45,0.55,114.8,0.31,2024-10-24
Pop,Columbia,-21.1,0.2,116.01,0.7,2024-03-26
Pop,EMI,-3.06,0.47,89.68,0.81,2018-03-20
Pop,Island Records,-10.92,0.22,119.97,0.34,2023-10-08
Pop,Universal Music,-6.16,0.76,159.02,0.84,2024-10-17
Pop,Island Records,-8.34,0.33,74.64,0.52,2025-08-16
Pop,Columbia,-4.79,0.78,133.47,0.07,2020-10-10
Pop,Universal Music,-13.75,0.03,149.92,0.76,2015-01-13
Pop,Sony Music,-24.59,0.5,149.07,0.39,2021-03-15
Pop,Island Records,-13.13,0.41,91.82,0.98,2025-07-18
Pop,Universal Music,-25.51,0.55,71.29,0.99,2024-10-18
Pop,Island Records,-14.59,0.31,186.63,0.93,2016-06-13
Pop,Island Records,-25,0.51,152.21,0.28,2019-04-22
Pop,Columbia,-21.82,0.39,149.59,0.66,2021-08-17
Pop,Sony Music,-12.47,0.1,133.52,0.12,2025-03-09
Pop,Universal Music,-31.16,0.64,154.61,0.4,2023-03-26
Pop,Sony Music,-18.97,0.58,125.75,0.22,2019-10-12
Pop,Universal Music,-36.22,0.33,71.89,0.22,2017-04-07
Pop,Warner Music,-50.78,0.04,180.34,0.23,2025-04-02
Pop,Universal Music,-7.71,0.54,171.55,0.59,2020-08-14
Pop,Columbia,-50.76,0.45,172.07,0.1,2024-05-16
Pop,Columbia,-20.21,0.05,175.84,0.34,2016-10-07
Pop,Warner Music,-9.62,0.63,161.75,0.91,2018-07-08
Pop,Universal Music,-4.63,0.55,96.83,0.44,2016-05-31
Pop,Sony Music,-32.78,0.77,124.02,0.19,2017-08-29
Pop,Columbia,-26.82,0.6,183.62,0.11,2016-01-15
Pop,EMI,-44.46,0.94,187.56,0.06,2017-05-09
